gene,module
PLCD1,ME 17
PLCG1,ME 17
PLCG2,ME 19
PLCH2,ME 6
PLD1,ME 7
PLD3,ME 32
PLD4,ME 5
PLEC,ME 3
PLEC,ME 11
PLEC,ME 3
PLEC,ME 3
PLEC,ME 5
PLEK,ME 19
PLEKHA1,ME 16
PLEKHA2,ME 1
PLEKHG4,ME 15
PLEKHM2,ME 2
PLEKHO1,ME 15
PLEKHO2,ME 24
PLG,ME 8
PLIN2,ME 7
PLIN3,ME 47
PLK1,ME 2
PLOD1,ME 27
PLOD3,ME 36
PLRG1,ME 4
PLS3,ME 1
PLSCR1,ME 5
PLTP,ME 8
PLXNA1,ME 17
PLXNB2,ME 27
PLXNC1,ME 5
PLXND1,ME 13
PMF1,ME 1
PML,ME 1
PMPCA,ME 2
PMPCB,ME 40
PMS2,ME 22
PMVK,ME 18
PNISR,ME 1
PNKD,ME 2
PNKD,ME 44
PNKP,ME 1
PNN,ME 4
PNO1,ME 34
PNP,ME 10
PNPLA4,ME 5
PNPLA6,ME 42
PNPLA7,ME 15
PNPT1,ME 14
POC1B,ME 13
POFUT1,ME 31
POGLUT1,ME 1
POGZ,ME 11
POLA2,ME 3
POLB,ME 4
POLD1,ME 31
POLD2,ME 3
POLDIP2,ME 3
POLDIP3,ME 4
POLE3,ME 4
POLG,ME 1
POLG2,ME 2
POLM,ME 12
POLR1A,ME 34
POLR1B,ME 2
POLR1C,ME 1
POLR1D,ME 11
POLR2A,ME 1
POLR2B,ME 22
POLR2C,ME 1
POLR2D,ME 4
POLR2E,ME 4
POLR2G,ME 1
POLR2H,ME 1
POLR2I,ME 2
POLR2J,ME 1
POLR2J3,ME 1
POLR2K,ME 4
POLR2L,ME 1
POLR2M,ME 6
POLR3A,ME 1
POLR3B,ME 1
POLR3E,ME 6
POLR3F,ME 3
POM121,ME 21
POM121C,ME 1
POMGNT2,ME 11
POMK,ME 3
POMP,ME 3
PON1,ME 8
POP1,ME 14
POP5,ME 3
POP7,ME 3
POR,ME 46
POSTN,ME 33
POSTN,ME 8
POT1,ME 2
POU2AF1,ME 15
POU2F1,ME 4
POU2F2,ME 3
PPA1,ME 3
PPA2,ME 2
PPAN,ME 34
PPAT,ME 6
PPBP,ME 8
PPCS,ME 4
PPIA,ME 6
PPIB,ME 38
PPIE,ME 4
PPIF,ME 2
PPIG,ME 22
PPIH,ME 4
PPIL2,ME 4
PPIL3,ME 2
PPIL4,ME 1
PPIP5K2,ME 1
PPIP5K2,ME 9
PPM1A,ME 10
PPM1B,ME 9
PPM1F,ME 9
PPM1G,ME 4
PPM1K,ME 6
PPM1L,ME 5
PPME1,ME 2
PPOX,ME 11
PPP1CA,ME 12
PPP1CB,ME 1
PPP1CC,ME 3
PPP1R10,ME 45
PPP1R11,ME 1
PPP1R12A,ME 21
PPP1R12C,ME 7
PPP1R14A,ME 15
PPP1R14B,ME 15
PPP1R16B,ME 22
PPP1R18,ME 1
PPP1R1B,ME 7
PPP1R2,ME 6
PPP1R21,ME 10
PPP1R3D,ME 5
PPP1R7,ME 12
PPP1R8,ME 18
PPP1R9A,ME 5
PPP1R9B,ME 10
PPP2CA,ME 10
PPP2R1A,ME 2
PPP2R1B,ME 2
PPP2R2D,ME 1
PPP2R4,ME 42
PPP2R5A,ME 26
PPP2R5C,ME 3
PPP2R5D,ME 4
PPP2R5E,ME 2
PPP3CA,ME 13
PPP3CB,ME 12
PPP3CC,ME 1
PPP3R1,ME 2
PPP4C,ME 12
PPP4R1,ME 10
PPP4R2,ME 2
PPP5C,ME 4
PPP6C,ME 12
PPP6R1,ME 21
PPP6R2,ME 2
PPP6R3,ME 2
PPT1,ME 31
PPTC7,ME 1
PPWD1,ME 1
PQBP1,ME 6
PRAM1,ME 7
PRCP,ME 26
PRDM10,ME 6
PRDX1,ME 4
PRDX2,ME 25
PRDX3,ME 46
PRDX4,ME 37
PRDX5,ME 2
PRDX6,ME 12
PREB,ME 4
PREP,ME 31
PREPL,ME 3
PREX1,ME 24
PRF1,ME 29
PRG2,ME 7
PRG3,ME 7
PRICKLE1,ME 15
PRIM2,ME 1
PRKAA1,ME 10
PRKAB1,ME 31
PRKAB2,ME 13
PRKACA,ME 4
PRKACB,ME 1
PRKAG1,ME 10
PRKAG2,ME 2
PRKAR1A,ME 12
PRKAR1B,ME 2
PRKAR2A,ME 12
PRKAR2B,ME 36
PRKCA,ME 1
PRKCB,ME 42
PRKCD,ME 19
PRKCQ,ME 17
PRKCSH,ME 5
PRKD2,ME 16
PRKD3,ME 3
PRKDC,ME 1
PRKRA,ME 4
PRKRIP1,ME 1
PRKRIR,ME 1
PRMT1,ME 3
PRMT5,ME 3
PRMT9,ME 1
PRNP,ME 2
PROC,ME 8
PROS1,ME 8
PROSC,ME 18
PRPF18,ME 4
PRPF19,ME 7
PRPF19,ME 4
PRPF3,ME 2
PRPF31,ME 18
PRPF38A,ME 1
PRPF38B,ME 22
PRPF39,ME 1
PRPF4,ME 4
PRPF40A,ME 4
PRPF40B,ME 6
PRPF4B,ME 2
PRPF6,ME 4
PRPF8,ME 4
PRPS1,ME 25
PRPS2,ME 6
PRPSAP1,ME 1
PRPSAP2,ME 16
PRR12,ME 22
PRR14,ME 13
PRR3,ME 6
PRRC1,ME 2
PRRC2A,ME 2
PRRC2C,ME 11
PRSS23,ME 33
PRSS3,ME 8
PRSS57,ME 32
PRTN3,ME 7
PRUNE,ME 21
PSAP,ME 24
PSAT1,ME 17
PSEN1,ME 13
PSIP1,ME 16
PSIP1,ME 1
PSMA1,ME 18
PSMA2,ME 4
PSMA3,ME 7
PSMA3,ME 4
PSMA4,ME 4
PSMA5,ME 43
PSMA6,ME 18
PSMA7,ME 4
PSMB1,ME 31
PSMB10,ME 2
PSMB2,ME 18
PSMB3,ME 4
PSMB4,ME 4
PSMB5,ME 8
PSMB6,ME 7
PSMB7,ME 7
PSMB8,ME 2
PSMB9,ME 20
PSMB9,ME 1
PSMC1,ME 31
PSMC2,ME 2
PSMC4,ME 18
PSMC5,ME 18
PSMC6,ME 2
PSMD1,ME 3
PSMD10,ME 4
PSMD11,ME 18
PSMD12,ME 31
PSMD13,ME 18
PSMD14,ME 18
PSMD2,ME 2
PSMD3,ME 3
PSMD4,ME 4
PSMD5,ME 12
PSMD6,ME 18
PSMD7,ME 18
PSMD8,ME 18
PSMD9,ME 5
PSME1,ME 3
PSME2,ME 3
PSME3,ME 43
PSME4,ME 18
PSMF1,ME 1
PSMG1,ME 3
PSMG3,ME 18
PSPC1,ME 2
PSPH,ME 5
PSTPIP1,ME 12
PSTPIP2,ME 26
PTAFR,ME 7
PTBP1,ME 4
PTBP3,ME 12
PTCD1,ME 2
PTCD3,ME 14
PTDSS1,ME 45
PTDSS2,ME 5
PTGDR2,ME 32
PTGDS,ME 28
PTGES,ME 20
PTGES2,ME 2
PTGES3,ME 3
PTGS1,ME 19
PTGS2,ME 5
PTK2,ME 2
PTK2B,ME 10
PTK7,ME 38
PTMA,ME 44
PTMS,ME 8
PTP4A2,ME 18
PTPLAD1,ME 2
PTPLAD2,ME 46
PTPMT1,ME 1
PTPN1,ME 4
PTPN11,ME 2
PTPN12,ME 24
PTPN18,ME 2
PTPN2,ME 3
PTPN22,ME 1
PTPN23,ME 10
PTPN4,ME 17
PTPN6,ME 23
PTPN7,ME 21
PTPN9,ME 9
PTPRA,ME 1
PTPRC,ME 21
PTPRCAP,ME 25
PTPRE,ME 28
PTPRE,ME 9
PTPRJ,ME 5
PTPRO,ME 3
PTPRS,ME 2
PTRH2,ME 3
PTTG1IP,ME 13
PTX3,ME 20
PUF60,ME 3
PUM1,ME 14
PUM2,ME 1
PURA,ME 6
PURB,ME 6
PUS1,ME 14
PUS7,ME 34
PVRL1,ME 8
PWP1,ME 3
PXN,ME 39
PYCARD,ME 13
PYCARD,ME 5
PYCR1,ME 8
PYCR2,ME 14
PYCRL,ME 21
PYGB,ME 21
PYGL,ME 7
PYGO2,ME 1
PYROXD1,ME 17
PYURF,ME 6
QARS,ME 31
QDPR,ME 12
QKI,ME 36
QRICH1,ME 3
QRSL1,ME 3
QSOX1,ME 8
QTRT1,ME 14
QTRTD1,ME 3
RAB10,ME 27
RAB11A,ME 2
RAB11B,ME 13
RAB11FIP1,ME 5
RAB11FIP5,ME 17
RAB12,ME 47
RAB13,ME 7
RAB14,ME 13
RAB18,ME 5
RAB19,ME 17
RAB1A,ME 5
RAB1B,ME 20
RAB21,ME 13
RAB22A,ME 12
RAB24,ME 13
RAB26,ME 20
RAB27A,ME 26
RAB27B,ME 5
RAB29,ME 4
RAB2A,ME 5
RAB2B,ME 2
RAB30,ME 15
RAB31,ME 13
RAB32,ME 7
RAB33B,ME 20
RAB34,ME 27
RAB35,ME 10
RAB37,ME 26
RAB38,ME 22
RAB39A,ME 5
RAB39B,ME 2
RAB3A,ME 7
RAB3D,ME 7
RAB3GAP1,ME 9
RAB3GAP2,ME 9
RAB43,ME 1
RAB44,ME 7
RAB4A,ME 41
RAB4B,ME 10
RAB5A,ME 31
RAB5B,ME 1
RAB5C,ME 13
RAB6A,ME 5
RAB7A,ME 13
RAB8A,ME 5
RAB8B,ME 19
RAB9A,ME 10
RABEP1,ME 1
RABEP2,ME 15
RABGAP1,ME 2
RABGEF1,ME 2
RABGGTA,ME 42
RABGGTB,ME 9
RABIF,ME 18
RABL2A,ME 2
RABL2B,ME 2
RAC1,ME 31
RAC2,ME 1
RAC3,ME 31
RAD1,ME 3
RAD21,ME 22
RAD23A,ME 4
RAD23A,ME 3
RAD23B,ME 6
RAD50,ME 22
RAD54L,ME 5
RAD9A,ME 2
RAE1,ME 2
RAF1,ME 1
RAI14,ME 20
RALA,ME 9
RALB,ME 5
RALBP1,ME 9
RALGAPA1,ME 3
RALGAPA2,ME 9
RALGAPB,ME 1
RALGPS2,ME 15
RALY,ME 4
RAN,ME 6
RANBP1,ME 6
RANBP10,ME 2
RANBP2,ME 4
RANBP3,ME 4
RANBP3,ME 2
RANBP6,ME 7
RANBP9,ME 2
RANGAP1,ME 4
RANGRF,ME 3
RAP1A,ME 9
RAP1B,ME 7
RAP1B,ME 26
RAP1GAP2,ME 12
RAP1GAP2,ME 18
RAP1GDS1,ME 4
RAP2A,ME 2
RAP2B,ME 26
RAP2C,ME 1
RAPGEF1,ME 12
RAPGEF6,ME 21
RAPH1,ME 13
RARRES2,ME 8
RARS,ME 31
RASA1,ME 12
RASA2,ME 1
RASA3,ME 30
RASA4,ME 5
RASAL3,ME 21
RASGRF2,ME 1
RASGRP1,ME 16
RASGRP2,ME 21
RASGRP3,ME 7
RASGRP4,ME 7
RASSF1,ME 17
RASSF2,ME 12
RASSF3,ME 3
RASSF4,ME 5
RASSF5,ME 10
RAVER1,ME 4
RB1,ME 23
RB1CC1,ME 9
RBBP4,ME 3
RBBP5,ME 4
RBBP6,ME 6
RBBP7,ME 6
RBBP8,ME 19
RBBP9,ME 10
RBL2,ME 2
RBM10,ME 2
RBM12,ME 2
RBM14,ME 4
RBM15,ME 22
RBM15B,ME 4
RBM17,ME 4
RBM19,ME 34
RBM22,ME 2
RBM23,ME 20
RBM24,ME 1
RBM25,ME 22
RBM27,ME 4
RBM28,ME 14
RBM3,ME 4
RBM34,ME 16
RBM38,ME 1
RBM39,ME 4
RBM4,ME 3
RBM42,ME 4
RBM4B,ME 21
RBM5,ME 2
RBM7,ME 4
RBM8A,ME 3
RBMS1,ME 1
RBMX,ME 44
RBP4,ME 8
RBPJ,ME 12
RCAN1,ME 5
RCAN3,ME 17
RCC1,ME 6
RCC2,ME 31
RCE1,ME 3
RCHY1,ME 12
RCL1,ME 14
RCN1,ME 3
RCN2,ME 3
RCN3,ME 33
RCOR1,ME 5
RCOR3,ME 2
RCSD1,ME 19
RDH11,ME 4
RDH13,ME 3
RDH14,ME 22
RDX,ME 41
RECQL,ME 4
REEP4,ME 5
REEP5,ME 13
REL,ME 47
RELA,ME 1
RENBP,ME 7
REPIN1,ME 44
REPS1,ME 6
REPS1,ME 10
REPS2,ME 5
RER1,ME 5
RETN,ME 20
RETSAT,ME 3
REXO2,ME 6
REXO4,ME 17
RFC1,ME 25
RFC2,ME 4
RFC3,ME 4
RFC4,ME 4
RFC5,ME 3
RFFL,ME 1
RFT1,ME 5
RFX5,ME 1
RFXANK,ME 2
RFXAP,ME 6
RGCC,ME 6
RGPD1,ME 15
RGPD2,ME 15
RGS10,ME 14
RGS14,ME 1
RGS14,ME 10
RGS18,ME 7
RGS19,ME 10
RGS2,ME 35
RGS3,ME 29
RHBDD1,ME 6
RHBDF2,ME 5
RHOA,ME 9
RHOB,ME 5
RHOC,ME 2
RHOF,ME 1
RHOG,ME 26
RHOH,ME 1
RHOT1,ME 12
RHOT2,ME 2
RIC8A,ME 12
RICTOR,ME 9
RIF1,ME 6
RILP,ME 5
RILPL2,ME 2
RIN1,ME 5
RIN2,ME 2
RIN3,ME 9
RING1,ME 4
RINL,ME 26
RINT1,ME 3
RIPK1,ME 39
RIPK2,ME 5
RIPK3,ME 31
RIT1,ME 2
RLN3,ME 2
RLTPR,ME 16
RMDN2,ME 1
RMDN3,ME 3
RMND1,ME 9
RMND5A,ME 1
RNASE2,ME 7
RNASE3,ME 7
RNASEH2A,ME 3
RNASEH2C,ME 3
RNASEL,ME 46
RNASET2,ME 10
RNF11,ME 28
RNF114,ME 4
RNF123,ME 9
RNF126,ME 6
RNF13,ME 13
RNF135,ME 23
RNF14,ME 2
RNF167,ME 7
RNF168,ME 1
RNF169,ME 1
RNF185,ME 15
RNF19B,ME 11
RNF2,ME 22
RNF20,ME 12
RNF213,ME 11
RNF25,ME 2
RNF31,ME 1
RNF40,ME 2
RNF7,ME 2
RNGTT,ME 4
RNH1,ME 5
RNMT,ME 14
RNPC3,ME 2
RNPEP,ME 13
RNPS1,ME 1
ROCK1,ME 9
ROCK2,ME 7
ROMO1,ME 2
RORC,ME 33
RP2,ME 5
RP9,ME 2
RPA1,ME 4
RPA2,ME 2
RPA3,ME 1
RPAP1,ME 1
RPAP2,ME 1
RPAP3,ME 2
RPE,ME 13
RPF1,ME 6
RPF2,ME 14
RPIA,ME 21
RPL10,ME 3
RPL10,ME 6
RPL10A,ME 6
RPL11,ME 3
RPL11,ME 27
RPL12,ME 6
RPL13,ME 6
RPL13A,ME 4
RPL14,ME 25
RPL15,ME 6
RPL17,ME 14
RPL18,ME 6
RPL18A,ME 4
RPL19,ME 6
RPL21,ME 3
RPL22,ME 4
RPL22L1,ME 38
RPL23,ME 6
RPL23A,ME 6
RPL24,ME 6
RPL26,ME 4
RPL26L1,ME 44
RPL27,ME 6
RPL27A,ME 6
RPL28,ME 6
RPL29,ME 44
RPL3,ME 6
RPL30,ME 6
RPL31,ME 44
RPL32,ME 4
RPL34,ME 44
RPL35,ME 4
RPL35A,ME 25
RPL36,ME 25
RPL36AL,ME 14
RPL37,ME 15
RPL37A,ME 6
RPL38,ME 4
RPL39,ME 6
RPL4,ME 6
RPL5,ME 3
RPL6,ME 5
RPL6,ME 14
RPL7,ME 14
RPL7A,ME 14
RPL7A,ME 19
RPL7L1,ME 14
RPL8,ME 6
RPL9,ME 6
RPLP0,ME 3
RPLP1,ME 14
RPLP2,ME 14
RPN1,ME 37
RPN2,ME 8
RPN2,ME 37
RPP14,ME 1
RPP25,ME 1
RPP25L,ME 3
RPP30,ME 11
RPP40,ME 2
RPRD1A,ME 3
RPRD1B,ME 1
RPRD2,ME 6
RPS10,ME 3
RPS11,ME 4
RPS12,ME 14
RPS13,ME 4
RPS14,ME 4
RPS15,ME 6
RPS15A,ME 3
RPS16,ME 4
RPS17,ME 6
RPS18,ME 34
RPS19,ME 3
RPS19BP1,ME 25
RPS2,ME 6
RPS20,ME 3
RPS21,ME 3
RPS23,ME 4
RPS24,ME 25
RPS25,ME 4
RPS26,ME 4
RPS27,ME 3
RPS27A,ME 6
RPS27L,ME 6
RPS28,ME 4
RPS29,ME 4
RPS3,ME 6
RPS3A,ME 7
RPS3A,ME 3
RPS4X,ME 4
RPS5,ME 4
RPS6,ME 6
RPS6KA1,ME 10
RPS6KA2,ME 26
RPS6KA3,ME 12
RPS6KA4,ME 37
RPS6KA5,ME 1
RPS7,ME 3
RPS8,ME 4
RPS9,ME 14
RPSA,ME 3
RPSAP58,ME 3
RPTOR,ME 1
RPUSD3,ME 3
RQCD1,ME 2
RRAGA,ME 13
RRAGC,ME 10
RRAS,ME 3
RRAS2,ME 6
RRBP1,ME 38
RRM1,ME 3
RRM2B,ME 1
RRP1,ME 14
RRP12,ME 14
RRP15,ME 25
RRP1B,ME 25
RRP36,ME 2
RRP7A,ME 34
RRP8,ME 4
RRP9,ME 14
RRS1,ME 14
RSBN1L,ME 25
RSF1,ME 3
RSL1D1,ME 6
RSL24D1,ME 14
RSU1,ME 9
RTCA,ME 25
RTCB,ME 22
RTF1,ME 4
RTFDC1,ME 4
RTN1,ME 5
RTN2,ME 5
RTN3,ME 5
RTN3,ME 13
RTN4,ME 5
RTN4,ME 2
RTN4,ME 5
RTN4IP1,ME 2
RTP4,ME 3
RUFY1,ME 47
RUFY3,ME 23
RUNX1,ME 20
RUNX1,ME 21
RUNX2,ME 1
RUNX3,ME 4
RUVBL1,ME 4
RUVBL2,ME 4
RWDD1,ME 3
RWDD4,ME 2
RXRB,ME 2
RYBP,ME 3
RYR1,ME 20
S100A1,ME 33
S100A10,ME 3
S100A11,ME 9
S100A12,ME 7
S100A4,ME 1
S100A6,ME 9
S100A8,ME 7
S100A9,ME 7
S100B,ME 2
S100P,ME 7
S100PBP,ME 6
S1PR5,ME 29
SAA1,ME 8
SAA4,ME 8
SACM1L,ME 1
SAE1,ME 4
SAFB,ME 6
SAFB2,ME 4
SAMD4B,ME 3
SAMD9,ME 1
SAMD9L,ME 4
SAMHD1,ME 3
SAMM50,ME 1
SAP130,ME 21
SAP18,ME 4
SAP30,ME 6
SAP30BP,ME 4
SAP30L,ME 16
SAR1A,ME 13
SAR1B,ME 5
SARM1,ME 1
SARNP,ME 4
SARS,ME 3
SARS2,ME 1
SART1,ME 4
SART3,ME 6
SASH3,ME 18
SATB1,ME 17
SAV1,ME 35
SBDS,ME 6
SBF1,ME 12
SBNO1,ME 1
SCAF1,ME 6
SCAF11,ME 4
SCAF4,ME 4
SCAF8,ME 1
SCAMP1,ME 5
SCAMP2,ME 9
SCAMP3,ME 4
SCARB2,ME 13
SCCPDH,ME 13
SCFD1,ME 4
SCFD2,ME 45
SCG5,ME 1
SCLT1,ME 8
SCLY,ME 1
SCML2,ME 8
SCO1,ME 3
SCO2,ME 3
SCOC,ME 2
SCP2,ME 13
SCPEP1,ME 13
SCRIB,ME 12
SCYL1,ME 3
SCYL2,ME 46
SCYL3,ME 12
SDAD1,ME 3
SDCBP,ME 9
SDCBP,ME 13
SDF2,ME 5
SDF2L1,ME 38
SDHA,ME 11
SDHB,ME 11
SDHC,ME 40
SDHD,ME 1
SDPR,ME 5
SDSL,ME 5
SEC11A,ME 45
SEC11C,ME 6
SEC13,ME 9
SEC22B,ME 4
SEC23A,ME 2
SEC23B,ME 31
SEC24A,ME 43
SEC24B,ME 18
SEC24C,ME 2
SEC24D,ME 38
SEC31A,ME 31
SEC61A1,ME 3
SEC61A1,ME 20
SEC61G,ME 3
SEC62,ME 44
SEC63,ME 37
SEH1L,ME 2
SEL1L,ME 38
SELL,ME 1
SELM,ME 17
SELO,ME 10
SELP,ME 7
SELPLG,ME 8
SEMA4A,ME 7
SEMA4C,ME 15
SEMA4D,ME 21
SEMA7A,ME 35
SENP3,ME 1
SENP7,ME 1
SEPHS1,ME 2
SEPHS2,ME 12
SEPN1,ME 1
SEPP1,ME 8
SEPSECS,ME 13
SEPW1,ME 1
SERBP1,ME 6
SERBP1,ME 6
SERGEF,ME 3
SERINC3,ME 13
SERPINA1,ME 8
SERPINA10,ME 8
SERPINA4,ME 8
SERPINA7,ME 8
SERPINB1,ME 10
SERPINB10,ME 7
SERPINB13,ME 7
SERPINB2,ME 7
SERPINB6,ME 2
SERPINB8,ME 9
SERPINB9,ME 11
SERPINC1,ME 8
SERPIND1,ME 8
SERPINE2,ME 7
SERPINF1,ME 8
SERPINF2,ME 8
SERPING1,ME 8
SERPINH1,ME 43
SET,ME 3
SET,ME 44
SETD1A,ME 4
SETD1B,ME 2
SETD7,ME 5
SETMAR,ME 1
SETX,ME 2
SF1,ME 2
SF1,ME 15
SF3A1,ME 2
SF3A3,ME 11
SF3B1,ME 11
SF3B2,ME 4
SF3B3,ME 11
SF3B4,ME 22
SF3B6,ME 18
SFN,ME 44
SFPQ,ME 4
SFSWAP,ME 12
SFXN1,ME 17
SFXN3,ME 30
SGK223,ME 6
SGK3,ME 1
SGPL1,ME 2
SGPP1,ME 1
SGSH,ME 30
SGTA,ME 36
SH2B2,ME 23
SH2D1A,ME 16
SH2D1B,ME 24
SH2D2A,ME 17
SH2D3C,ME 19
SH3BGRL,ME 47
SH3BGRL3,ME 1
SH3BP1,ME 4
SH3BP2,ME 13
SH3GLB1,ME 41
SH3GLB2,ME 16
SH3KBP1,ME 21
SH3KBP1,ME 17
SH3PXD2A,ME 6
SHBG,ME 8
SHC1,ME 2
SHCBP1,ME 13
SHD,ME 28
SHKBP1,ME 9
SHMT1,ME 18
SHMT2,ME 3
SHPK,ME 4
SIGIRR,ME 30
SIGLEC14,ME 20
SIGLEC9,ME 7
SIGMAR1,ME 11
SIK3,ME 1
SIL1,ME 5
SIN3A,ME 1
SIPA1,ME 1
SIPA1L1,ME 11
SIRPA,ME 7
SIRPB1,ME 7
SIRPB1,ME 8
SIRPG,ME 17
SIRT1,ME 2
SIRT2,ME 5
SIRT3,ME 1
SIRT5,ME 4
SIRT6,ME 1
SIRT7,ME 2
SKAP1,ME 17
SKAP2,ME 24
SKIV2L,ME 2
SKIV2L2,ME 4
SLA2,ME 6
SLAIN2,ME 4
SLAMF1,ME 6
SLAMF6,ME 1
SLAMF7,ME 24
SLBP,ME 1
SLC11A1,ME 5
SLC12A2,ME 6
SLC12A6,ME 13
SLC12A9,ME 36
SLC15A4,ME 13
SLC16A1,ME 3
SLC16A3,ME 24
SLC16A7,ME 2
SLC17A5,ME 5
SLC18A2,ME 35
SLC1A5,ME 5
SLC22A18,ME 13
SLC25A1,ME 2
SLC25A11,ME 1
SLC25A12,ME 14
SLC25A13,ME 45
SLC25A19,ME 3
SLC25A20,ME 45
SLC25A22,ME 11
SLC25A24,ME 10
SLC25A25,ME 4
SLC25A3,ME 40
SLC25A4,ME 16
SLC25A5,ME 37
SLC25A6,ME 3
SLC27A1,ME 37
SLC27A2,ME 7
SLC27A4,ME 45
SLC29A1,ME 5
SLC29A3,ME 36
SLC2A1,ME 6
SLC2A3,ME 26
SLC2A5,ME 15
SLC30A1,ME 2
SLC30A5,ME 2
SLC30A6,ME 11
SLC30A7,ME 13
SLC30A9,ME 1
SLC31A1,ME 27
SLC35A1,ME 13
SLC35A3,ME 11
SLC35B1,ME 3
SLC35B2,ME 1
SLC35B3,ME 3
SLC35D1,ME 2
SLC38A1,ME 22
SLC38A9,ME 5
SLC39A11,ME 13
SLC39A7,ME 15
SLC3A2,ME 37
SLC44A2,ME 9
SLC4A1,ME 3
SLC4A1AP,ME 3
SLC4A2,ME 7
SLC4A7,ME 1
SLC6A6,ME 7
SLC7A5,ME 4
SLC7A6,ME 11
SLC7A7,ME 5
SLC8A1,ME 5
SLC8B1,ME 1
SLC9A3R1,ME 1
SLC9A7,ME 23
SLC9A9,ME 2
SLCO4C1,ME 7
SLIRP,ME 3
SLK,ME 9
SLMAP,ME 9
SLPI,ME 20
SLTM,ME 4
SLU7,ME 6
SMAD2,ME 10
SMAD3,ME 2
SMAD5,ME 38
SMAP1,ME 1
SMAP2,ME 1
SMARCA2,ME 2
SMARCA4,ME 18
SMARCA5,ME 22
SMARCAD1,ME 9
SMARCAL1,ME 2
SMARCB1,ME 2
SMARCC1,ME 3
SMARCC2,ME 2
SMARCC2,ME 2
SMARCD1,ME 11
SMARCD2,ME 2
SMARCE1,ME 2
SMC1A,ME 21
SMC2,ME 3
SMC3,ME 1
SMC4,ME 3
SMC5,ME 2
SMC6,ME 1
SMCHD1,ME 16
SMCR8,ME 27
SMDT1,ME 1
SMEK1,ME 3
SMEK2,ME 1
SMG5,ME 2
SMG9,ME 11
SMN1,ME 1
SMNDC1,ME 2
SMPD1,ME 1
SMPD2,ME 23
SMPD3,ME 7
SMPD4,ME 4
SMPDL3A,ME 35
SMPX,ME 33
SMS,ME 2
SMU1,ME 4
SMUG1,ME 1
SMYD3,ME 2
SMYD5,ME 16
SNAP23,ME 5
SNAP29,ME 13
SNAPIN,ME 2
SNCA,ME 36
SND1,ME 43
SNIP1,ME 16
SNPH,ME 1
SNRNP200,ME 4
SNRNP27,ME 1
SNRNP40,ME 22
SNRNP70,ME 6
SNRPA,ME 4
SNRPA1,ME 2
SNRPB,ME 4
SNRPB2,ME 4
SNRPD1,ME 4
SNRPD2,ME 25
SNRPD3,ME 4
SNRPE,ME 4
SNRPF,ME 2
SNRPG,ME 4
SNRPN,ME 4
SNTB1,ME 41
SNTB2,ME 30
SNW1,ME 4
SNX1,ME 41
SNX11,ME 5
SNX17,ME 10
SNX18,ME 9
SNX2,ME 23
SNX20,ME 10
SNX27,ME 13
SNX3,ME 23
SNX4,ME 5
SNX5,ME 23
SNX6,ME 1
SNX8,ME 23
SNX9,ME 1
SOAT1,ME 11
SOD1,ME 17
SOD2,ME 10
SON,ME 4
SORBS3,ME 17
SORD,ME 41
SORL1,ME 9
SORT1,ME 27
SOS2,ME 5
SOX6,ME 41
SP1,ME 6
SP100,ME 15
SP100,ME 3
SP110,ME 22
SP3,ME 44
SPAG7,ME 3
SPAG9,ME 1
SPARC,ME 3
SPATA13,ME 30
SPATA5,ME 4
SPATA5L1,ME 1
SPC24,ME 7
SPCS1,ME 4
SPCS2,ME 4
SPCS3,ME 20
SPECC1,ME 5
SPEN,ME 4
SPG11,ME 2
SPG20,ME 9
SPG21,ME 5
SPHK1,ME 5
SPI1,ME 19
SPIN1,ME 1
SPINT2,ME 5
SPN,ME 39
SPNS1,ME 13
SPNS3,ME 7
SPP2,ME 8
SPPL2A,ME 13
SPR,ME 5
SPRR2A,ME 33
SPRR2B,ME 33
SPRR2D,ME 33
SPRR2E,ME 33
SPRR2G,ME 33
SPRYD3,ME 1
SPTAN1,ME 16
SPTAN1,ME 16
SPTBN1,ME 16
SPTBN1,ME 16
SPTLC1,ME 36
SPTLC2,ME 37
SQRDL,ME 1
SQSTM1,ME 5
SRC,ME 11
SRCAP,ME 2
SRD5A3,ME 28
SREK1,ME 4
SRF,ME 1
SRGAP2,ME 5
SRGN,ME 24
SRI,ME 21
SRM,ME 14
SRP14,ME 16
SRP19,ME 4
SRP54,ME 4
SRP68,ME 3
SRP72,ME 3
SRP9,ME 1
SRPK1,ME 21
SRPK2,ME 2
SRPR,ME 37
SRPRB,ME 37
SRRM1,ME 4
SRRM2,ME 4
SRRT,ME 22
SRSF1,ME 2
SRSF10,ME 4
SRSF11,ME 2
SRSF2,ME 1
SRSF3,ME 4
SRSF4,ME 44
SRSF5,ME 4
SRSF6,ME 3
SRSF7,ME 3
SRSF8,ME 6
SS18,ME 4
SSB,ME 6
SSBP1,ME 4
SSBP3,ME 3
SSFA2,ME 5
SSH1,ME 9
SSH3,ME 9
SSNA1,ME 3
SSR1,ME 37
SSR3,ME 3
SSR4,ME 3
SSRP1,ME 4
SSU72,ME 2
ST13,ME 2
ST14,ME 23
ST3GAL2,ME 8
ST3GAL4,ME 8
ST5,ME 7
ST6GAL1,ME 6
ST6GALNAC4,ME 5
STAB1,ME 27
STAG1,ME 1
STAG2,ME 12
STAM,ME 9
STAM2,ME 5
STAMBP,ME 10
STAMBPL1,ME 6
STAP1,ME 15
